% browser tabs belong to same task classification
@RELATION multitasking

@ATTRIBUTE feature_1 REAL
@ATTRIBUTE feature_2 REAL
@ATTRIBUTE feature_3 REAL
@ATTRIBUTE feature_4 REAL
@ATTRIBUTE same_group {yes, no}

@DATA
0.00537634408602,0.00609127029035,0,0,no
0.00526315789474,0.0060782984378,0,0,no
0.00378787878788,0.0041072787239,0,0,no
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0,0,0,0,yes
0.0322580645161,0.0636768009362,0.142857142857,0.316499063393,yes
0.03125,0.063594807819,0.125,0.314483738245,yes
0.0350877192982,0.0710584055713,0.0952380952381,0.214390957547,yes
0.037037037037,0.0798519992538,0.111111111111,0.321067140062,yes
0.027027027027,0.0564811963932,0.0769230769231,0.193788388694,yes
0.0263157894737,0.0552956298754,0.0714285714286,0.180509576524,yes
0.025641025641,0.0550140737662,0.0666666666667,0.177543345408,yes
0.03125,0.0628909974271,0.0625,0.132672319381,yes
0.0253164556962,0.0558748917617,0.046511627907,0.117805448078,yes
0.0204081632653,0.0429020796199,0.04,0.0929009387039,yes
0.02,0.0421211117271,0.0384615384615,0.0893150265698,yes
0.0227272727273,0.0482782475308,0.0384615384615,0.0884587233383,yes
0.0181818181818,0.0384227550321,0.0322580645161,0.0741756972204,no
0.0178571428571,0.0382644091231,0.03125,0.0735878142568,no
0.0175438596491,0.0372868658242,0.030303030303,0.0700557019482,no
0.0172413793103,0.0369782165159,0.0294117647059,0.0689740373795,no
0.0181818181818,0.0400021183273,0.0243902439024,0.053826170518,no
0.0166666666667,0.0364070409817,0.0277777777778,0.0670130127675,no
0.016393442623,0.0361210580058,0.027027027027,0.0660504495607,no
0.0161290322581,0.0358041076716,0.0263157894737,0.064998304304,no
0.015873015873,0.0344995734906,0.025641025641,0.060823084447,no
0.015625,0.0344141408592,0.025,0.0605580432409,no
0.0172413793103,0.0381478917801,0.0240963855422,0.0562147727397,no
0.0176991150442,0.0402100215047,0.0235294117647,0.0542032760036,no
0.0173913043478,0.0402457810255,0.0229885057471,0.0542682752886,no
0.0172413793103,0.0392645202816,0.0224719101124,0.0517466665995,no
0.0151515151515,0.0333267152254,0.0222222222222,0.0514704408717,no
0.0151515151515,0.0338060725089,0.02,0.0434553078014,no
0.0144927536232,0.0326815766869,0.0188679245283,0.0416147468066,no
0.0142857142857,0.0326808281043,0.0185185185185,0.0416135330671,no
0.0140845070423,0.0326740508342,0.0181818181818,0.0416025452036,no
0.0138888888889,0.0326161638098,0.0178571428571,0.0415087447653,no
0.0144927536232,0.0326600478417,0.0175438596491,0.0410743759356,no
0.0142857142857,0.0326544417008,0.0172413793103,0.0410655094173,no
0.000284010224368,0.00153823485723,0.000292483182217,0.00171325311557,no
0.030303030303,0.00121065375303,0.111111111111,0.00484414882716,yes
0.0344827586207,0.00138940100785,0.0909090909091,0.00392063725435,yes
0.0363636363636,0.00155474031352,0.105263157895,0.00560160723038,yes
0.0263157894737,0.00108247186614,0.0714285714286,0.00328681229773,yes
0.025641025641,0.00106094085051,0.0666666666667,0.00309603053162,yes
0.025,0.00105582041307,0.0625,0.00305282562495,yes
0.0309278350515,0.00124724766021,0.0612244897959,0.00257253391292,yes
0.025,0.00110058733266,0.0454545454545,0.00225259861075,yes
0.02,0.000832931550646,0.0384615384615,0.00172113051796,yes
0.0196078431373,0.000818382121498,0.037037037037,0.00166014315542,yes
0.0224719101124,0.000954480459766,0.0377358490566,0.00171521777493,yes
0.0178571428571,0.000749184541441,0.03125,0.00139817269584,no
0.0175438596491,0.000746210827519,0.030303030303,0.00138785096616,no
0.0172413793103,0.000727832598502,0.0294117647059,0.00132559728355,no
0.0169491525424,0.000722022663181,0.0285714285714,0.00130645059984,no
0.018018018018,0.000794066490852,0.0240963855422,0.00106129054972,no
0.016393442623,0.000711261874312,0.027027027027,0.00127163926529,no
0.0161290322581,0.000705869577021,0.0263157894737,0.00125450536301,no
0.015873015873,0.000699889901935,0.025641025641,0.00123574144487,no
0.015625,0.000675239612672,0.025,0.00116091381778,no
0.0153846153846,0.000673623120818,0.0243902439024,0.00115614390434,no
0.017094017094,0.000757947885253,0.0238095238095,0.00110709905982,no
0.0175438596491,0.000798112157781,0.0232558139535,0.00106852974417,no
0.0172413793103,0.000798807932777,0.0227272727273,0.00106977724975,no
0.017094017094,0.000779706635378,0.0222222222222,0.00102132306511,no
0.0149253731343,0.000653024318877,0.0217391304348,0.000991140726735,no
0.0149253731343,0.000662109991749,0.0196078431373,0.000843225011351,no
0.0142857142857,0.000640783135574,0.0185185185185,0.000808936885811,no
0.0140845070423,0.000640768922707,0.0181818181818,0.000808914234868,no
0.0138888888889,0.000640640246006,0.0178571428571,0.000808709175739,no
0.013698630137,0.00063954110466,0.0175438596491,0.000806958464917,no
0.0142857142857,0.00064037437271,0.0172413793103,0.000798847202038,no
0.0140845070423,0.000640267927502,0.0169491525424,0.000798681561054,no
0.000283929585463,3.10977964699e-05,0.000292397660819,3.46300096471e-05,no
0.0338983050847,0.00728929141679,0.0869565217391,0.0205430746135,yes
0.0357142857143,0.00815604637892,0.1,0.0293263007503,yes
0.025641025641,0.005676832286,0.0666666666667,0.0171992339096,yes
0.025,0.0055640363517,0.0625,0.0162039922363,yes
0.0243902439024,0.00553721086835,0.0588235294118,0.0159785547895,yes
0.030612244898,0.00654532900068,0.06,0.0134942315867,yes
0.0246913580247,0.0057749056025,0.0444444444444,0.0118128379153,yes
0.0196078431373,0.00436925135359,0.037037037037,0.0090204099165,yes
0.0192307692308,0.00429299282929,0.0357142857143,0.00870130615211,yes
0.0222222222222,0.00500863209304,0.037037037037,0.00899717725922,yes
0.0175438596491,0.00393027434179,0.030303030303,0.00733015782662,no
0.0172413793103,0.00391468566365,0.0294117647059,0.00727611940299,no
0.0169491525424,0.00381834202834,0.0285714285714,0.00695017260868,no
0.0166666666667,0.00378788404357,0.0277777777778,0.00684991657153,no
0.0178571428571,0.00416719456219,0.0238095238095,0.00556882031783,no
0.0161290322581,0.00373147078723,0.0263157894737,0.00666762732604,no
0.015873015873,0.00370320130222,0.025641025641,0.00657790114354,no
0.015625,0.00367185209296,0.025,0.0064796354315,no
0.0153846153846,0.00354261585197,0.0243902439024,0.0060877302132,no
0.0151515151515,0.0035341407054,0.0238095238095,0.00606274609086,no
0.0169491525424,0.00397771894574,0.0235294117647,0.00580905446467,no
0.0173913043478,0.00418841741492,0.0229885057471,0.00560678564827,no
0.017094017094,0.00419206731877,0.0224719101124,0.00561332805585,no
0.0169491525424,0.00409186460874,0.021978021978,0.00535920934976,no
0.0147058823529,0.00342614032115,0.0212765957447,0.00519833653231,no
0.0147058823529,0.00347377743393,0.0192307692308,0.00442320155541,no
0.0140845070423,0.0033619571763,0.0181818181818,0.00424348593821,no
0.0138888888889,0.00336188265429,0.0178571428571,0.00424336721292,no
0.013698630137,0.00336120796643,0.0175438596491,0.00424229239184,no
0.0135135135135,0.00335544485455,0.0172413793103,0.00423311599203,no
0.0140845070423,0.003359813918,0.0169491525424,0.00419060016148,no
0.0138888888889,0.00335925579564,0.0166666666667,0.00418973193389,no
0.000283848992336,0.000163258354492,0.000292312189418,0.000181801254868,no
0.0493827160494,0.0416127942245,0.121212121212,0.119535713663,yes
0.03125,0.0171557658025,0.0714285714286,0.0433387547569,yes
0.0307692307692,0.00784408173852,0.0689655172414,0.0194580782735,yes
0.030303030303,0.0569115502837,0.0666666666667,0.140565925827,yes
0.0487804878049,0.0298055503548,0.0952380952381,0.0611929507101,yes
0.0377358490566,0.0246758731299,0.0689655172414,0.0503155810271,yes
0.0263157894737,0.0165295473207,0.05,0.0338736853076,yes
0.025974025974,0.0163374258056,0.0487804878049,0.0330765822208,yes
0.0347826086957,0.0221428662671,0.0597014925373,0.0407989811369,yes
0.0243902439024,0.0153914910242,0.0434782608696,0.0294163676509,no
0.0240963855422,0.0153496041827,0.0425531914894,0.0292637451066,no
0.0238095238095,0.0150883871355,0.0416666666667,0.0283287302097,no
0.0235294117647,0.0150049580513,0.0408163265306,0.0280360563704,no
0.029197080292,0.01915128422,0.0412371134021,0.0274092215577,no
0.0229885057471,0.0148493411979,0.0392156862745,0.0274976293628,no
0.0227272727273,0.0147708207884,0.0384615384615,0.0272295847929,no
0.0224719101124,0.0146833217568,0.0377358490566,0.0269337076188,no
0.0222222222222,0.0143178224355,0.037037037037,0.0257289399037,no
0.021978021978,0.0142935804865,0.0363636363636,0.0256507642122,no
0.027972027972,0.018444713741,0.0408163265306,0.0284215483468,no
0.0285714285714,0.0192296433068,0.04,0.02757000964,no
0.0281690140845,0.019243103763,0.0392156862745,0.027597686896,no
0.027972027972,0.0188718844486,0.0384615384615,0.0265159884561,no
0.0215053763441,0.0139816583156,0.0333333333333,0.0228390317457,no
0.0215053763441,0.0141199320839,0.0307692307692,0.02012728401,no
0.0208333333333,0.0137936095474,0.0294117647059,0.0194706810308,no
0.020618556701,0.01379339003,0.0289855072464,0.019470243637,no
0.0204081632653,0.0137914024957,0.0285714285714,0.0194662836879,no
0.020202020202,0.0137744160154,0.0281690140845,0.0194324590948,no
0.0208333333333,0.0137872951149,0.0277777777778,0.0192753667954,no
0.020618556701,0.0137856504112,0.027397260274,0.0192721522897,no
0.000563697857948,0.000915499743383,0.000582411182295,0.00102811889697,no
0.0327868852459,0.0460694373487,0.08,0.139991478339,yes
0.0322580645161,0.0454542341446,0.0769230769231,0.134461408798,yes
0.031746031746,0.0453067187308,0.0740740740741,0.133178685952,yes
0.05,0.0667831238982,0.1,0.145280273656,yes
0.0388349514563,0.0560128013828,0.0727272727273,0.122784557207,yes
0.027397260274,0.0383974969423,0.0540540540541,0.0871058005785,yes
0.027027027027,0.0379106203203,0.0526315789474,0.0846398902212,yes
0.0357142857143,0.0499187676756,0.0625,0.0968632693689,yes
0.0253164556962,0.0355285275318,0.046511627907,0.0736196863443,no
0.025,0.03542362315,0.0454545454545,0.0731706779269,no
0.0246913580247,0.0347705087744,0.0444444444444,0.0704377524617,no
0.0243902439024,0.0345623103755,0.0434782608696,0.0695885584868,no
0.0298507462687,0.0428281222171,0.0425531914894,0.0626838210987,no
0.0238095238095,0.0341744789226,0.0416666666667,0.0680340170085,no
0.0235294117647,0.0339790416157,0.0408163265306,0.0672638195488,no
0.0232558139535,0.0337614559424,0.04,0.0664164840333,no
0.0229885057471,0.0328548274834,0.0392156862745,0.0629966701977,no
0.0227272727273,0.0327948238257,0.0384615384615,0.0627764346224,no
0.0285714285714,0.0411699899755,0.0421052631579,0.0651799647819,no
0.029197080292,0.0430123973021,0.0412371134021,0.063079357687,no
0.0287769784173,0.0430440597148,0.040404040404,0.0631474785918,no
0.0285714285714,0.0421716948678,0.039603960396,0.0604928166603,no
0.0222222222222,0.0320241802634,0.0350877192982,0.0549874644356,no
0.0222222222222,0.0323654770845,0.0322580645161,0.0477114080933,no
0.0215053763441,0.0315608567007,0.0307692307692,0.0459832551333,no
0.0212765957447,0.0315603164021,0.030303030303,0.0459821082154,no
0.0210526315789,0.0315554245395,0.0298507462687,0.0459717248402,no
0.0208333333333,0.0315136205431,0.0294117647059,0.0458830524176,no
0.0215053763441,0.0315453154959,0.0289855072464,0.0454716740685,no
0.0212765957447,0.0315412676959,0.0285714285714,0.0454632638634,no
0.000564174894217,0.0019564464273,0.000582920431361,0.00219838562018,no
0.0222222222222,0.0180032612329,0.047619047619,0.0444471799361,yes
0.0217391304348,0.0179245803379,0.0454545454545,0.0439706651753,yes
0.0291262135922,0.0224607875061,0.0545454545455,0.0444626536209,yes
0.0232558139535,0.0195697819602,0.04,0.0380025376605,yes
0.0178571428571,0.0144283635965,0.03125,0.027577798585,yes
0.0175438596491,0.0141951885751,0.030303030303,0.0267383052484,yes
0.0210526315789,0.0170888183842,0.0338983050847,0.02964487874,yes
0.0161290322581,0.0130776557071,0.0263157894737,0.0230311649531,no
0.015873015873,0.0130293116076,0.025641025641,0.0228816463332,no
0.015625,0.0127299459934,0.025,0.0219741332287,no
0.0153846153846,0.0126350959912,0.0243902439024,0.0216930310387,no
0.017094017094,0.0143252202637,0.0224719101124,0.018905849876,no
0.0149253731343,0.012459152154,0.0232558139535,0.0211795273983,no
0.0147058823529,0.0123708540699,0.0227272727273,0.0209256301944,no
0.0144927536232,0.0122728348499,0.0222222222222,0.0206466997895,no
0.0142857142857,0.0118676192575,0.0217391304348,0.0195251399445,no
0.0140845070423,0.0118409817727,0.0212765957447,0.0194531410567,no
0.0162601626016,0.013697148172,0.0222222222222,0.0196795636543,no
0.0166666666667,0.0143954366953,0.0217391304348,0.0190283424516,no
0.016393442623,0.0144075098166,0.0212765957447,0.0190494427711,no
0.0162601626016,0.0140757729655,0.0208333333333,0.0182280686829,no
0.013698630137,0.0115008428918,0.0192307692308,0.0169244657396,no
0.013698630137,0.0116510307738,0.0175438596491,0.0145929569411,no
0.0131578947368,0.0112980928022,0.0166666666667,0.0140434830834,no
0.012987012987,0.0112978571271,0.016393442623,0.0140431189581,no
0.0128205128205,0.011295723406,0.0161290322581,0.0140398224608,no
0.0126582278481,0.0112774953295,0.015873015873,0.0140116732804,no
0.0131578947368,0.0112913145249,0.015625,0.0138811368037,no
0.012987012987,0.0112895493213,0.0153846153846,0.0138784690834,no
0.000283446712018,0.00058123784045,0.000291885580852,0.000647032041659,no
0.0212765957447,0.00429341141068,0.0434782608696,0.0102693711792,yes
0.0288461538462,0.00543568986611,0.0535714285714,0.0106825539258,yes
0.0229885057471,0.00472526565952,0.0392156862745,0.00909299567729,yes
0.0175438596491,0.00346788594638,0.030303030303,0.00654355857269,yes
0.0172413793103,0.00341262628655,0.0294117647059,0.00634955403532,yes
0.0208333333333,0.00413129416222,0.0333333333333,0.00712243882853,yes
0.015873015873,0.00314743140731,0.025641025641,0.00548903693612,no
0.015625,0.00313594596199,0.025,0.00545419918267,no
0.0153846153846,0.00306479916347,0.0243902439024,0.00524253044174,no
0.0151515151515,0.00304224847376,0.0238095238095,0.00517688977167,no
0.0169491525424,0.0034679340115,0.0222222222222,0.00456645566581,no
0.0147058823529,0.00300040644967,0.0227272727273,0.0050568873231,no
0.0144927536232,0.00297940238979,0.0222222222222,0.00499750860425,no
0.0142857142857,0.00295608160626,0.0217391304348,0.00493224133745,no
0.0140845070423,0.00285962455548,0.0212765957447,0.00466944567767,no
0.0138888888889,0.0028532810932,0.0208333333333,0.00465255567604,no
0.0161290322581,0.00331692083137,0.021978021978,0.00475151495768,no
0.0165289256198,0.00348481094497,0.0215053763441,0.00459576327469,no
0.0162601626016,0.00348771267234,0.0210526315789,0.00460081138415,no
0.0161290322581,0.00340796836625,0.020618556701,0.0044042252399,no
0.0135135135135,0.00277225089979,0.0188679245283,0.00405784434061,no
0.0135135135135,0.00280803639461,0.0172413793103,0.00350687728585,no
0.012987012987,0.00272392446811,0.016393442623,0.00337666027417,no
0.0128205128205,0.00272386828258,0.0161290322581,0.00337657393518,no
0.0126582278481,0.00272335959689,0.015873015873,0.00337579228865,no
0.0125,0.0027190138799,0.015625,0.00336911750949,no
0.012987012987,0.00272230849928,0.0153846153846,0.00333815964464,no
0.0128205128205,0.00272188766402,0.0151515151515,0.00333752688836,no
0.000283366392746,0.000141635016276,0.000291800408521,0.00015765726478,no
0.0285714285714,0.0964191310408,0.0526315789474,0.189158608418,yes
0.0227272727273,0.083771460983,0.0384615384615,0.160853927193,yes
0.0172413793103,0.0614123979186,0.0294117647059,0.115525045469,yes
0.0169491525424,0.0604371390798,0.0285714285714,0.112121549953,yes
0.020618556701,0.0732629957697,0.0327868852459,0.12611872896,yes
0.015625,0.0557553102181,0.025,0.0970093380674,no
0.0153846153846,0.0555524868418,0.0243902439024,0.0963969802916,no
0.0151515151515,0.054295990272,0.0238095238095,0.0926754778579,no
0.0149253731343,0.0538976939086,0.0232558139535,0.0915210829995,no
0.0168067226891,0.0615195503713,0.021978021978,0.0809624254993,no
0.0144927536232,0.0531586213493,0.0222222222222,0.0894102605894,no
0.0142857142857,0.0527875949152,0.0217391304348,0.0883656127226,no
0.0140845070423,0.0523756264864,0.0212765957447,0.087217225402,no
0.0138888888889,0.0506714810972,0.0208333333333,0.0825917865753,no
0.013698630137,0.0505593971175,0.0204081632653,0.0822944246696,no
0.016,0.0588450816852,0.0217391304348,0.0842357164224,no
0.016393442623,0.0618184186398,0.0212765957447,0.0814808527712,no
0.0161290322581,0.0618698039032,0.0208333333333,0.0815701481066,no
0.016,0.0604575970252,0.0204081632653,0.0780924297117,no
0.0133333333333,0.0491275327023,0.0185185185185,0.0718176810234,no
0.0133333333333,0.0497599178207,0.0169491525424,0.0621004781031,no
0.0128205128205,0.0482734581693,0.0161290322581,0.0598023295159,no
0.0126582278481,0.0482724651527,0.015873015873,0.0598008055554,no
0.0125,0.048263474696,0.015625,0.0597870087812,no
0.0123456790123,0.0481866685832,0.0153846153846,0.0596691919656,no
0.0128205128205,0.0482448976795,0.0151515151515,0.0591227328587,no
0.0126582278481,0.0482374598592,0.0149253731343,0.0591115632797,no
0.00028328611898,0.00251654011481,0.000291715285881,0.00280117506111,no
0.0413793103448,0.0132823608256,0.0705882352941,0.0244114810735,yes
0.0260869565217,0.00811379926766,0.044776119403,0.0146350225207,yes
0.0258620689655,0.00805199724943,0.0441176470588,0.0144351788742,yes
0.038961038961,0.0122771734353,0.063829787234,0.0212185905452,yes
0.0247933884298,0.00774025261208,0.041095890411,0.0134630875256,no
0.0245901639344,0.00772615447831,0.0405405405405,0.0134204927596,no
0.0243902439024,0.00763765749861,0.04,0.0131557112359,no
0.0241935483871,0.0076091813434,0.0394736842105,0.0130714512508,no
0.0340909090909,0.0110093137687,0.0483870967742,0.0158605600874,no
0.0238095238095,0.00755578939098,0.0384615384615,0.0129146803361,no
0.0236220472441,0.00752871151425,0.0379746835443,0.0128357725641,no
0.0234375,0.00749842784177,0.0375,0.0127479953932,no
0.0232558139535,0.00737066471674,0.037037037037,0.0123830742488,no
0.0230769230769,0.00736211794072,0.0365853658537,0.0123589694433,no
0.032967032967,0.0106961182927,0.048,0.0163074750586,no
0.0335195530726,0.0110437122234,0.0472440944882,0.015932051491,no
0.0331491712707,0.0110496144925,0.046511627907,0.0159443381836,no
0.032967032967,0.0108861197566,0.0458015267176,0.0154598525431,no
0.0227272727273,0.0072513255161,0.0344827586207,0.0114554571834,no
0.0227272727273,0.00730062807926,0.0326086956522,0.0105109920628,no
0.0222222222222,0.00718378752692,0.0315789473684,0.0102704921836,no
0.0220588235294,0.00718370835601,0.03125,0.010270330361,no
0.021897810219,0.00718299149893,0.0309278350515,0.0102688651998,no
0.0217391304348,0.00717686228046,0.030612244898,0.0102563430145,no
0.0222222222222,0.00718150986149,0.030303030303,0.0101980151549,no
0.0220588235294,0.00718091649867,0.03,0.010196818676,no
0.000836353498745,0.000668806299605,0.000866801502456,0.000756213577453,no
0.00862068965517,0.00381848051331,0.0188679245283,0.00846983055241,no
0.0204081632653,0.0390931470352,0.0322580645161,0.0678488257051,yes
0.020202020202,0.0387162895731,0.031746031746,0.0667216493611,yes
0.029197080292,0.0555274585375,0.0449438202247,0.0927507282563,yes
0.0192307692308,0.0368385125095,0.0294117647059,0.061333806656,no
0.0190476190476,0.0367544961923,0.0289855072464,0.0611012647644,no
0.0188679245283,0.0362288686606,0.0285714285714,0.0596622582946,no
0.018691588785,0.0360603778347,0.0281690140845,0.0592066814719,no
0.0251572327044,0.0488326439038,0.0336134453782,0.066790430341,no
0.0183486238532,0.0357453018937,0.027397260274,0.0583620500037,no
0.0181818181818,0.0355859272092,0.027027027027,0.0579383884716,no
0.018018018018,0.0354080150986,0.0266666666667,0.0574682561886,no
0.0178571428571,0.0346612526603,0.0263157894737,0.0555266285162,no
0.0176991150442,0.0346115172433,0.025974025974,0.0553991007091,no
0.0242424242424,0.0472184382408,0.0333333333333,0.0688828708408,no
0.0246913580247,0.0490108712085,0.0327868852459,0.0671242912203,no
0.0243902439024,0.0490414711561,0.0322580645161,0.06718170227,no
0.0242424242424,0.0481958714121,0.031746031746,0.0649251720497,no
0.0173913043478,0.0339692664099,0.0243902439024,0.0506827089144,no
0.0173913043478,0.0342545019742,0.0229885057471,0.0458816542346,no
0.0169491525424,0.0335799954349,0.0222222222222,0.0446795672369,no
0.0168067226891,0.0335795401043,0.021978021978,0.0446787611506,no
0.0166666666667,0.0335754173954,0.0217391304348,0.0446714629163,no
0.0165289256198,0.0335401754509,0.0215053763441,0.0446090999522,no
0.0169491525424,0.0335668969672,0.0212765957447,0.0443189060261,no
0.0168067226891,0.0335634849523,0.0210526315789,0.0443129582797,no
0.000560224089636,0.0025860060501,0.000578703703704,0.00290005537144,no
0.0093023255814,0.0162675919614,0.019801980198,0.0362846049279,no
0.0144927536232,0.0133610047418,0.0222222222222,0.0218257830951,yes
0.018691588785,0.0172760660566,0.0281690140845,0.0276908030807,yes
0.0135135135135,0.0124793538036,0.02,0.0195675361195,no
0.0133333333333,0.0124406633376,0.0196078431373,0.0194725789105,no
0.0131578947368,0.0122000415498,0.0192307692308,0.0188894391714,no
0.012987012987,0.0121234298198,0.0188679245283,0.0187064109781,no
0.015503875969,0.0147493546576,0.019801980198,0.0188880569075,no
0.0126582278481,0.0119808375684,0.0181818181818,0.0183690762667,no
0.0125,0.0119090410641,0.0178571428571,0.0182008405938,no
0.0123456790123,0.0118291545656,0.0175438596491,0.0180149034006,no
0.0121951219512,0.0114968127135,0.0172413793103,0.0172552641071,no
0.0120481927711,0.0114748471433,0.0169491525424,0.0172058312871,no
0.0148148148148,0.0141620630498,0.0196078431373,0.0195630007412,no
0.0151515151515,0.0148147060551,0.0192307692308,0.0189953628313,no
0.0149253731343,0.0148259365059,0.0188679245283,0.0190138299531,no
0.0148148148148,0.0145166943947,0.0185185185185,0.0182912157998,no
0.0117647058824,0.0111930665311,0.015625,0.0154163697706,no
